키워드,언론사,기사명,날짜,URL
메디컬월드뉴스,주간(4.26~5.2일) 해외 주요국 예방접종 및 코로나19 발생현황은?,2021.05.07.,http://medicalworldnews.co.kr/news/view.php?idx=1510941985,해외 코로나 현황
메디칼업저버,글로벌 백신 전쟁 속 국내 자급률 27% 불과,2021-10-06,http://www.monews.co.kr/news/articleView.html?idxno=307543,해외 코로나 현황
이투데이,[종합] 휴일효과에도 코로나19 확진자 1100명…1000명 이상 6일째,2021.07.12.,https://www.etoday.co.kr/news/view/2043621,해외 코로나 현황
메가경제,"코로나19 신규 확진자 794명 ""4일째 800명 전후""...지역 748명중 수도권 614·...",2021.07.03.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065582120449865,해외 코로나 현황
뉴시스,"신규확진 1575명, 연휴 이틀째 2000명↓…성인 90% 1차접종(종합)",2021-10-06,http://www.newsis.com/view/?id=NISX20211005_0001602429&cID=10201&pID=10200,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 528명, 한 주만에 500명대로 내려와... 양성...",2021.05.18.,http://www.getnews.co.kr/news/articleView.html?idxno=530907,해외 코로나 현황
국제뉴스,[속보]전남 코로나 확진자 13명 추가 발생...여수7·목포3명 등,2021.07.13.,http://www.gukjenews.com/news/articleView.html?idxno=2265318,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 619명, 사흘째 600명대... 양성률 3.71%",2021.05.17.,http://www.getnews.co.kr/news/articleView.html?idxno=530705,해외 코로나 현황
파이낸셜뉴스,"코트라, 빅데이터 플랫폼 '트라이빅'..IDC 엔터프라이즈 수상",2021-10-06,http://www.fnnews.com/news/202110061515485181,해외 코로나 현황
천지일보,"[경남 코로나 현황] 신규, 해외입국자 등 19명 확진… 5월, 예방접종 접수 시...",2021.05.06.,http://www.newscj.com/news/articleView.html?idxno=856976,해외 코로나 현황
KBS,"신규 확진 1,575명…4차 유행 92%가 접종 미완료",2021-10-06,https://news.kbs.co.kr/news/view.do?ncd=5293508&ref=A,해외 코로나 현황
메디컬월드뉴스,해외 주요국 예방접종 및 코로나19 발생 현황 분석결과는?…인도 폭증 지속,2021.05.14.,http://medicalworldnews.co.kr/news/view.php?idx=1510942169,해외 코로나 현황
글로벌경제,"[코로나19 발생현황]신규 확진자 635명, 다시 600명대로 증가",2021.05.12.,http://www.getnews.co.kr/news/articleView.html?idxno=530043,해외 코로나 현황
내일신문,코로나 사태로 향후 금융감독방식 변화 예고,2021.07.07.,http://www.naeil.com/news_view/?id_art=391766,해외 코로나 현황
메디컬월드뉴스,"9월 11일 주요 시도별 코로나19 발생 현황은?…국내 신규 확진자 1,865명, 총...",2021.09.11.,http://medicalworldnews.co.kr/news/view.php?idx=1510944722,해외 코로나 현황
글로벌경제,[코로나19 발생현황] 신규 확진자 463명…휴일영향 한 주만에 400명대... 양성...,2021.05.10.,http://www.getnews.co.kr/news/articleView.html?idxno=529622,해외 코로나 현황
천지일보,"[경남 코로나 현황] 접종 후, 접종효과↓·돌파감염에 ""또 추가접종""… 신규 ...",2021-10-01,http://www.newscj.com/news/articleView.html?idxno=906555,해외 코로나 현황
YTN,"[황출새]""얼굴이 음란하게 생겼다며 성추행한 경찰 10명 징계 外""",2021-10-05,https://www.ytn.co.kr/_ln/0103_202110050730413416,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 511명, 다시 500명대로... 양성률 1.21%",2021.05.11.,http://www.getnews.co.kr/news/articleView.html?idxno=529814,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 525명, 이틀째 500명대... 양성률 1.30%",2021.05.07.,http://www.getnews.co.kr/news/articleView.html?idxno=529315,해외 코로나 현황
매일안전신문,국내 코로나19 위기경보 '심각'... 전국 실시간 확진자 '395명',2021.09.11.,http://www.idsn.co.kr/news/articleView.html?idxno=54859,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 574명, 하루만에 다시 600명 아래... 양성률...",2021.05.06.,http://www.getnews.co.kr/news/articleView.html?idxno=529128,해외 코로나 현황
천지일보,[천안 코로나 현황] 21일 해외입국자·타지역 확진자 접촉 등 3명 확진,2021.04.21.,http://www.newscj.com/news/articleView.html?idxno=852088,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 541명, 다시 500명대 증가... 양성률 1.29%",2021.05.04.,http://www.getnews.co.kr/news/articleView.html?idxno=528841,해외 코로나 현황
이데일리,"확진자 1673명, 11일만 2000명 아래…총 검사 감소 '주말효과'(종합)",2021-10-05,http://www.edaily.co.kr/news/newspath.asp?newsid=01223446629209640,해외 코로나 현황
데일리안,"글로벌프랜차이즈협의회, 경기도 주식회사와 상생협력을 위한 업무 협약 체결",2021-10-06,https://www.dailian.co.kr/news/view/1039119/?sc=Naver,해외 코로나 현황
뉴스1,"인터파크투어, 실시간 해외여행 정보 안내 페이지 '그린여행' 개설",2021.06.28.,https://www.news1.kr/articles/?4353622,해외 코로나 현황
뉴스포스트,[코로나 그래픽] 신규확진 2천명 육박...수도권 비상,2021.09.16.,http://www.newspost.kr/news/articleView.html?idxno=94538,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 488명, 휴일영향 1주일만에 500명 아래... ...",2021.05.03.,http://www.getnews.co.kr/news/articleView.html?idxno=528619,해외 코로나 현황
메디컬월드뉴스,9월 8일 0시 기준 국내 주요 지역 권역별 코로나19 집단감염 발생현황은?,2021.09.08.,http://medicalworldnews.co.kr/news/view.php?idx=1510944660,해외 코로나 현황
뉴스포스트,"[코로나 그래픽] 신규확진 이틀째 1,400명대",2021.09.14.,http://www.newspost.kr/news/articleView.html?idxno=94507,해외 코로나 현황
메디소비자뉴스,국내 백신 자급률 27% … 완제품 공급 6종에 불과,2021-10-06,http://www.medisobizanews.com/news/articleView.html?idxno=81872,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 코로나19 신규 확진자 627명, 사흘째 600명대... 양성률...",2021.05.01.,http://www.getnews.co.kr/news/articleView.html?idxno=528458,해외 코로나 현황
한경비즈니스,"900조원 굴리는 국민연금, 체질 확 바꿨다",2021-10-05,https://magazine.hankyung.com/business/article/202109295116b,해외 코로나 현황
매일경제TV,"""전세계 해외여행 정보·상품 업데이트"" 인터파크투어, '그린여행' 오픈",2021.06.28.,http://mbnmoney.mbn.co.kr/news/view?news_no=MM1004374939,해외 코로나 현황
메가경제,"코로나19 신규확진자 545명 ""4일만에 다시 500명대""...지역발생 수도권 75.5%...",2021.06.16.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065582319387214,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 775명, 나흘만에 다시 700명대 급증... 양성...",2021.04.28.,http://www.getnews.co.kr/news/articleView.html?idxno=527825,해외 코로나 현황
메디컬월드뉴스,"9월 10일 국내 주요 시도별 코로나19 발생 현황은?…신규 확진자 1,892명, 총...",2021.09.10.,http://medicalworldnews.co.kr/news/view.php?idx=1510944702,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 775명, 나흘만에 다시 700명대 급증... 양성...",2021.04.28.,http://www.getnews.co.kr/news/articleView.html?idxno=527825,해외 코로나 현황
메디컬월드뉴스,"9월 10일 국내 주요 시도별 코로나19 발생 현황은?…신규 확진자 1,892명, 총...",2021.09.10.,http://medicalworldnews.co.kr/news/view.php?idx=1510944702,해외 코로나 현황
천지일보,[아산 코로나 현황] 11일 해외입국자·가족 간 전파 등 4명 확진,2021.04.12.,http://www.newscj.com/news/articleView.html?idxno=848700,해외 코로나 현황
헤럴드경제,"노형욱 장관, 인천공항 찾아 제4활주로·방역 현황 점검",2021.06.16.,http://news.heraldcorp.com/view.php?ud=20210616001061,해외 코로나 현황
헬스인뉴스,백신 국내 자급률 27%에 불과,2021-10-06,http://www.healthinnews.co.kr/news/articleView.html?idxno=25582,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 500명, 주말-휴일영향 6일만에 500명대",2021.04.26.,http://www.getnews.co.kr/news/articleView.html?idxno=527456,해외 코로나 현황
KBS,"신규 확진자 1,673명…백신 접종 완료율 52.6%",2021-10-05,https://news.kbs.co.kr/news/view.do?ncd=5292916&ref=A,해외 코로나 현황
전자신문,코로나에도 명품백·캠핑카 판매 증가…카지노·경마는 위축,2021-10-05,http://www.etnews.com/20211004000120,해외 코로나 현황
한스경제,"[기초단체 ESG] 서울 양천구, 전국 기초단체 중 ESG 제일 잘했다",2021-10-06,https://www.sporbiz.co.kr/article/20211006570009,해외 코로나 현황
조선비즈,오토바이 사려면 예약 필수… 배달업 호황에 이륜차도 없어서 못 판다,2021-10-06,https://biz.chosun.com/topics/topics_social/2021/10/05/W3Z3BCIAXJHOHAVKNUD4YC6QMU/?utm_source=naver&utm_medium=original&utm_campaign=biz,해외 코로나 현황
조선비즈,오토바이 사려면 예약 필수… 배달업 호황에 이륜차도 없어서 못 판다,2021-10-06,https://biz.chosun.com/topics/topics_social/2021/10/05/W3Z3BCIAXJHOHAVKNUD4YC6QMU/?utm_source=naver&utm_medium=original&utm_campaign=biz,해외 코로나 현황
메디컬월드뉴스,9월 7일 0시 기준 국내 주요 지역 권역별 코로나19 집단감염 발생현황은?,2021.09.07.,http://medicalworldnews.co.kr/news/view.php?idx=1510944630,해외 코로나 현황
세이프타임즈,[포커스] 온라인 마권 발매 '불편한 진실' 더 이상 외면 안된다,2021-10-06,http://www.safetimes.co.kr/news/articleView.html?idxno=101438,해외 코로나 현황
일요시사,<카드뉴스> 코로나 해외 주요국가 방역현황 통계,2021.05.07.,https://www.ilyosisa.co.kr/news/article.html?no=229182,해외 코로나 현황
천지일보,"코로나19 발생현황, 신규확진 627명… 사흘째 600명대",2021.05.01.,http://www.newscj.com/news/articleView.html?idxno=855332,해외 코로나 현황
데일리팝,코로나19 예방접종 1차 접종자 전국민 58.4% 돌파,2021.09.07.,http://www.dailypop.kr/news/articleView.html?idxno=53992,해외 코로나 현황
내외뉴스통신,"[10.6. 0시 기준] 인천시 코로나19 신규 확진자 133명... ""연수구 소재 유치원...",2021-10-06,http://www.nbnnews.co.kr/news/articleView.html?idxno=620975,해외 코로나 현황
천지일보,[광주 코로나 현황] 해외유입(이란) 확진자 1명(#2178) 발생… 28일까지 방역...,2021.03.16.,http://www.newscj.com/news/articleView.html?idxno=838974,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 731명, 1주일만에 다시 700명대... 양성률 ...",2021.04.21.,http://www.getnews.co.kr/news/articleView.html?idxno=526696,해외 코로나 현황
데일리안,[정의선 1년①] 스마트해진 현대차그룹…체질개선으로 위기돌파,2021-10-06,https://www.dailian.co.kr/news/view/1038659/?sc=Naver,해외 코로나 현황
메디칼타임즈,코로나가 불러온 '원격진료'…10년째 잠긴 빗장 열리나,2021.06.16.,http://www.medicaltimes.com/Users/News/NewsView.html?mode=view&ID=1141166&REFERER=NP,해외 코로나 현황
파이낸셜뉴스,[Q&A] 8일 부터 임신부 백신 사전예약...임신부 백신 접종 괜찮을까.,2021-10-05,http://www.fnnews.com/news/202110041810012093,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 658명, 사흘째 600명대... 양성률1.48%",2021.04.17.,http://www.getnews.co.kr/news/articleView.html?idxno=526128,해외 코로나 현황
SBS Biz,[김대호 박사의 오늘 기업·사람] 넷플릭스·삼양식품·SK·애플,2021-10-07,https://biz.sbs.co.kr/article_hub/20000033416?division=NAVER,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 673명, 이틀째 600명대 후반... 양성률 1.5...",2021.04.16.,http://www.getnews.co.kr/news/articleView.html?idxno=525994,해외 코로나 현황
메디컬월드뉴스,"국내 주요 시도별 코로나19 발생 현황은?…9월 9일 신규 확진자 2,049명, 총 ...",2021.09.09.,http://medicalworldnews.co.kr/news/view.php?idx=1510944685,해외 코로나 현황
뉴스포스트,[코로나 그래픽] 신규확진 2천명대...수도권 최다 기록,2021.09.15.,http://www.newspost.kr/news/articleView.html?idxno=94523,해외 코로나 현황
메디컬월드뉴스,9월 6일 0시 기준 국내 주요 지역 권역별 코로나19 집단감염 발생현황은?,2021.09.06.,http://medicalworldnews.co.kr/news/view.php?idx=1510944602,해외 코로나 현황
팜뉴스,"[2021국감 ]강선우 의원, 지방은 노숙인 접종률 0% … 백신접종 '취약'",2021-10-06,http://www.pharmnews.com/news/articleView.html?idxno=107680,해외 코로나 현황
뉴스1,인천 5일 133명 신규 확진…유치원·노래방 등 집단감염 잇따라,2021-10-06,https://www.news1.kr/articles/?4453141,해외 코로나 현황
천지일보,[광주 코로나 현황] 전날 기준 해외유입 등 확진자 3명 발생… 누적 총 2114명,2021.03.06.,http://www.newscj.com/news/articleView.html?idxno=835335,해외 코로나 현황
후생신보,[국감] ‘거리노숙인 백신접종’ 지역 간 격차 극심,2021-10-06,http://www.whosaeng.com/130606,해외 코로나 현황
KBS,“조산 위험은 없나요? 모유 수유 중인데 괜찮나요?”…임신부들이 궁금한 백...,2021-10-05,https://news.kbs.co.kr/news/view.do?ncd=5293022&ref=A,해외 코로나 현황
메가경제,"코로나19 신규확진자 516명 ""사흘연속 500명대""...사망 4명·위중증환자 16명",2021.05.25.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065577560159632,해외 코로나 현황
메디컬월드뉴스,"9월 8일 주요 시도별 코로나19 발생 현황은?…국내 신규 확진자 2,050명, 총 ...",2021.09.08.,http://medicalworldnews.co.kr/news/view.php?idx=1510944657,해외 코로나 현황
라포르시안,국가예방접종 백신 자급률 27% 불과...'백신주권' 갈 길 멀어,2021-10-06,http://www.rapportian.com/news/articleView.html?idxno=139337,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 384명, 휴일 효과로 엿새만에 300명대... 양...",2021.03.29.,http://www.getnews.co.kr/news/articleView.html?idxno=522708,해외 코로나 현황
비마이너,"노숙인복지법 10년, 홈리스 정책 '주거지원'으로 재편돼야",2021-10-06,https://www.beminor.com/news/articleView.html?idxno=22062,해외 코로나 현황
매일안전신문,코로나19 신규 접종자 8000명 넘겨... '이상반응 신고건 2451명',2021.09.06.,http://www.idsn.co.kr/news/articleView.html?idxno=54463,해외 코로나 현황
메가경제,"코로나19 신규확진자 654명 ""하루만에 다시 600명대""·사망 8명...인도 변이 ...",2021.05.19.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065586573423904,해외 코로나 현황
천지일보,[아산 코로나 현황] 해외입국자·가족 간 전파 등 8명 확진… 누적 385명,2021.03.08.,http://www.newscj.com/news/articleView.html?idxno=836098,해외 코로나 현황
연합뉴스TV,"[김지수의 글로벌브리핑] 미국, 중국에 ""1단계 무역합의 지키라"" 外",2021-10-05,http://www.yonhapnewstv.co.kr/MYH20211005003900038/?did=1825m,해외 코로나 현황
천지일보,[광주 코로나 현황] 대전 #1311 접촉 등 신규 확진 3명(#2214~2216) 발생… 타...,2021.04.03.,http://www.newscj.com/news/articleView.html?idxno=845613,해외 코로나 현황
잡포스트,"김용판 의원, 국민들은 잘 못가는 해외, 범죄자는 잘 간다. 작년 한 해만 범죄...",2021.09.14.,http://www.job-post.co.kr/news/articleView.html?idxno=34710,해외 코로나 현황
천지일보,[신안 코로나 현황] 해외입국자 코로나19 확진자 1명 발생,2021.03.09.,http://www.newscj.com/news/articleView.html?idxno=836131,해외 코로나 현황
머니투데이,"백신 맞은 임신부, 열나면 해열제 먹어도 되나요?",15면 1단,http://news.mt.co.kr/mtview.php?no=2021100415510993018,해외 코로나 현황
메가경제,"코로나19 신규확진자 610명 ""이틀째 600명대""...사망자 4명 늘어 누적 1900명",2021.05.16.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065580262608908,해외 코로나 현황
천지일보,[광주 코로나 현황] 대전 #1268 관련 신규 확진 1명… 누적 총 2208명,2021.03.30.,http://www.newscj.com/news/articleView.html?idxno=843941,해외 코로나 현황
뉴스포스트,"[코로나 그래픽] 신규확진 1,433명...주말 여파 감소",2021.09.13.,http://www.newspost.kr/news/articleView.html?idxno=94494,해외 코로나 현황
메가경제,"코로나19 신규확진자 681명...지역발생 661명 ""서울 253명·경기 168명·부산...",2021.05.15.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065585729545016,해외 코로나 현황
메디컬월드뉴스,"9월 7일 국내 주요 시도별 코로나19 발생 현황은?…신규 확진자 1,597명, 총 ...",2021.09.07.,http://medicalworldnews.co.kr/news/view.php?idx=1510944623,해외 코로나 현황
천지일보,[경남 코로나 현황] 9월에 1497명 확진 '신규 확진 74명',2021-10-01,http://www.newscj.com/news/articleView.html?idxno=906709,해외 코로나 현황
천지일보,[광주 코로나 현황] 타시도 확진자 관련 등 어제오늘 3명 발생… 누적 총 221...,2021.03.31.,http://www.newscj.com/news/articleView.html?idxno=844439,해외 코로나 현황
아이뉴스24,"[아!이뉴스] '오징어게임' 대박에도 ""망사용료 먹튀에 국내 추가수익 0원""",2021-10-06,http://www.inews24.com/view/1409332,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 463명, 사흘째 400명대 중반... 양성률 0.9...",2021.03.19.,http://www.getnews.co.kr/news/articleView.html?idxno=521208,해외 코로나 현황
메가경제,"코로나19 신규확진자 384명 ""6일만에 300명대""...지역발생 370명·해외유입 1...",2021.03.29.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065591828313543,해외 코로나 현황
쿠키뉴스,경북 55명 확진..경산 마사지숍·고교 집단감염 이어져,45분 전,http://www.kukinews.com/newsView/kuk202110070012,해외 코로나 현황
메가경제,코로나19 신규확진자 483명 “주말효과 사라져”...지역발생 462명-해외유입 ...,2021.03.28.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065588921699174,해외 코로나 현황
데일리안,"[10/6(수) 데일리안 출근길 뉴스] 윤석열 ""파렴치 윤미향, 즉각 의원직 사퇴하...",2021-10-06,https://www.dailian.co.kr/news/view/1038715/?sc=Naver,해외 코로나 현황
메디컬월드뉴스,"국내 주요 시도별 코로나19 발생 현황은?…9월 6일 신규 확진자 1,375명, 총 ...",2021.09.06.,http://medicalworldnews.co.kr/news/view.php?idx=1510944599,해외 코로나 현황
천지일보,[광주 코로나 현황] 오후 6시 기준 감염경로 미상 신규 확진 1명(#2183) 발생,2021.03.20.,http://www.newscj.com/news/articleView.html?idxno=840274,해외 코로나 현황
이투데이,[종합] 코로나19 확진자 619명…3일째 600명대,2021.05.17.,https://www.etoday.co.kr/news/view/2026700,해외 코로나 현황
글로벌경제,"[코로나19 발생현황]신규 확진자 465명, 사흘째 400명대... 양성률 1.22%",2021.03.11.,http://www.getnews.co.kr/news/articleView.html?idxno=519701,해외 코로나 현황
데일리임팩트,"[2021 기업과 재단, 효성편②] 코로나 악재에 멈춰버린 효성장학재단",2021.09.16.,http://www.dailyimpact.co.kr/news/articleView.html?idxno=71741,해외 코로나 현황
국민일보,코로나로 막힌 선교의 길 ‘이주민 사역’으로 확장해야,30면 TOP,http://news.kmib.co.kr/article/view.asp?arcid=0924212122&code=23111117&cp=nv,해외 코로나 현황
뉴스포스트,"[코로나 그래픽] 신규확진 1,900명대 육박",2021.09.10.,http://www.newspost.kr/news/articleView.html?idxno=94471,해외 코로나 현황
머니S,네이버와 카카오는 ‘양질의 일자리’를 만들었을까,2021-10-05,http://moneys.mt.co.kr/news/mwView.php?no=2021100416348061317,해외 코로나 현황
핀포인트뉴스,지방은 거리노숙인 접종률 0%… 백신접종에 취약,2021-10-06,http://www.pinpointnews.co.kr/view.php?ud=202110060953308123f090c8dbcb_45,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 446명,휴일효과 사라지자 다시 400명대",2021.03.09.,http://www.getnews.co.kr/news/articleView.html?idxno=519261,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 346명, 휴일영향 사흘만에 400명 아래",2021.03.08.,http://www.getnews.co.kr/news/articleView.html?idxno=519014,해외 코로나 현황
머니투데이,"중국이 돕는다?…""제재 회피 수법 정교해진 北, 핵·미사일 개발 지속""",2021-10-06,http://news.mt.co.kr/mtview.php?no=2021100513462187694,해외 코로나 현황
매일안전신문,코로나19 신규 접종자 수 57만여 명 넘겨... '이상반응 신고 8000건↑',2021.09.08.,http://www.idsn.co.kr/news/articleView.html?idxno=54632,해외 코로나 현황
뉴스프리존,"[국내 코로나 19현황] 전날보다 388명 줄어 2,383명 발생... 83일 연속 네 자...",2021.09.27.,http://www.newsfreezone.co.kr/news/articleView.html?idxno=337436,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 418명, 다시 400명대... 양성률 1.27%",2021.03.06.,http://www.getnews.co.kr/news/articleView.html?idxno=518853,해외 코로나 현황
메가경제,"코로나19 신규확진자 445명 ""이틀째 400명대""...지역발생 427명·해외유입 18...",2021.03.18.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065578728747189,해외 코로나 현황
비즈니스포스트,"국내 코로나19 하루 확진 635명으로 늘어, 7일 만에 다시 600명대로",2021.05.12.,https://www.businesspost.co.kr/BP?command=article_view&num=231104,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 444명, 나흘만에 다시 400명대... 사망자 6...",2021.03.03.,http://www.getnews.co.kr/news/articleView.html?idxno=518213,해외 코로나 현황
글로벌경제,[코로나19 발생현황] 신규 확진자 344명 연휴영향 사흘째 300명대... 양성률 ...,2021.03.02.,http://www.getnews.co.kr/news/articleView.html?idxno=517953,해외 코로나 현황
비즈니스포스트,"국내 코로나19 하루 확진 511명으로 늘어, 이틀 만에 500명대로",2021.05.11.,https://www.businesspost.co.kr/BP?command=article_view&num=230896,해외 코로나 현황
한국금융신문,PLCC '양날의 검' 우려…제휴사 리스크 관리 관건,2021-10-06,http://www.fntimes.com/html/view.php?ud=2021100516462858990d260cda75_18,해외 코로나 현황
천지일보,[광주 코로나 현황] 설 명절 앞두고?해외유입 등 확진자 10명(광주 1923~193...,2021.02.11.,http://www.newscj.com/news/articleView.html?idxno=828140,해외 코로나 현황
비즈니스포스트,"국내 코로나19 하루 확진 564명으로 줄어, 하루 만에 500명대로",2021.05.09.,https://www.businesspost.co.kr/BP?command=article_view&num=230635,해외 코로나 현황
비즈니스포스트,"국내 코로나19 하루 확진 463명으로 줄어, 7일 만에 다시 400명대",2021.05.10.,https://www.businesspost.co.kr/BP?command=article_view&num=230697,해외 코로나 현황
프레시안,"윤두현 ""해운법 개정...제조업 대책 마련 필요""",2021-10-06,https://www.pressian.com/pages/articles/2021100511480838529?utm_source=naver&utm_medium=search,해외 코로나 현황
메가경제,"코로나19 신규확진자 644명 ""주말효과로 5일만에 700명 밑↓""...지역발생 603...",2021.04.25.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065583383073961,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 396명, 하루만에 일단 400명 아래",2021.02.25.,http://www.getnews.co.kr/news/articleView.html?idxno=517325,해외 코로나 현황
비즈니스포스트,"국내 코로나19 하루 확진 525명으로 약간 줄어, 이틀째 500명대",2021.05.07.,https://www.businesspost.co.kr/BP?command=article_view&num=230414,해외 코로나 현황
아시아경제,네이버에서 코로나19 국내 백신 접종률 확인한다,2021.04.28.,https://view.asiae.co.kr/article/2021042809025682949,해외 코로나 현황
천지일보,[무안 코로나 현황] 코로나19 해외입국자 확진자 1명 발생,2021.02.01.,http://www.newscj.com/news/articleView.html?idxno=825002,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 332명, 휴일영향 1주일만에 300명대로",2021.02.22.,http://www.getnews.co.kr/news/articleView.html?idxno=516529,해외 코로나 현황
메디파나뉴스,지자체에서 진행하는 노숙인 접종…지방은 접종률 0%,2021-10-06,http://medipana.com/news/news_viewer.asp?NewsNum=285937&MainKind=A&NewsKind=5&vCount=12&vKind=1,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 416명, 주말 영향에 이틀째 400명대",2021.02.21.,http://www.getnews.co.kr/news/articleView.html?idxno=516385,해외 코로나 현황
메가경제,"코로나19 신규확진자 797명 ""106일만에 최다""...4차 유행 본격화했나",2021.04.23.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065580102771841,해외 코로나 현황
천지일보,[아산 코로나 현황] 40대 해외입국자 자가격리 해제 전 검사서 '확진',2021.01.29.,http://www.newscj.com/news/articleView.html?idxno=823945,해외 코로나 현황
글로벌경제,"[코로나19 발생현황] 신규 확진자 561명, 사흘만에 600명 아래로 떨어져",2021.02.19.,http://www.getnews.co.kr/news/articleView.html?idxno=516105,해외 코로나 현황
KBS,신규 확진자 이틀째 천 명대…오늘부터 청소년·추가접종자 백신 예약,2021-10-06,https://news.kbs.co.kr/news/view.do?ncd=5293717&ref=A,해외 코로나 현황
천지일보,"[광주 코로나 현황] 요양시설·해외입국자 등, 어제 0시 기준 확진자 21명 발...",2021.01.10.,http://www.newscj.com/news/articleView.html?idxno=817612,해외 코로나 현황
공감신문,"삼성생명, 비대면 화상상담 서비스 오픈",29분 전,http://www.gokorea.kr/news/articleView.html?idxno=713998,해외 코로나 현황
메가경제,"코로나19 신규확진자 658명 ""3일연속 600명대""...수도권 지역발생 440명·비수...",2021.04.17.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065587948365225,해외 코로나 현황
천지일보,[아산 코로나 현황] 해외입국자·가족 간 전파 등 4명 확진… 누적 271명,2021.01.30.,http://www.newscj.com/news/articleView.html?idxno=824359,해외 코로나 현황
비즈니스워치,이마트가 '안정'을 택한 진짜 이유는,2021-10-06,http://news.bizwatch.co.kr/article/consumer/2021/10/06/0013,해외 코로나 현황
메가경제,"코로나19 신규확진자 673명 ""소폭 감소에도 이틀째 600명대""...서울 지역발생...",2021.04.16.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065581891309583,해외 코로나 현황
데일리굿뉴스,"한국 교회의 해외 선교, 코로나19가 장애물인가?",2021.03.12.,http://goodnews1.com/news/news_view.asp?seq=109858,해외 코로나 현황
메가경제,"코로나19 신규확진자 698명 ""4차 유행 가시화 지속""...지역발생 670명중 서울...",2021.04.15.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065575855808661,해외 코로나 현황
KBS,신규 확진자 이틀째 천 명대…오늘부터 청소년·추가접종자 백신 예약,2021-10-06,https://news.kbs.co.kr/news/view.do?ncd=5293769&ref=A,해외 코로나 현황
메가경제,"코로나19 신규확진자 731명 ""97일만에 최다""...지역발생 714명 중 서울 245명...",2021.04.14.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065581522630976,해외 코로나 현황
KOTRA해외시장뉴스,"케냐, 코로나 상황에 따른 해외직접 투자현황 분석 및 시사점",2020.12.18.,http://news.kotra.or.kr/user/extra/kotranews/bbs/linkView/jsp/Page.do?dataIdx=186503,해외 코로나 현황
천지일보,[경남 코로나 현황] '외국인' 확진자 '큰 폭' 증가… 추가 확진 58명,2021.09.28.,http://www.newscj.com/news/articleView.html?idxno=905642,해외 코로나 현황
메가경제,"코로나19 신규 확진자 406명 ""이틀만에 다시 400명대""·사망 4명...지역발생 ...",2021.02.26.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065579773174247,해외 코로나 현황
천지일보,[광주 코로나 현황] 오후 6기준 확진자 4명 발생… 누적 총 1989명,2021.02.21.,http://www.newscj.com/news/articleView.html?idxno=831093,해외 코로나 현황
이뉴스투데이,"창구에 파리만 날린다…5대 시중은행, 생존전략은 있나",2021-10-07,http://www.enewstoday.co.kr/news/articleView.html?idxno=1516764,해외 코로나 현황
메가경제,"코로나19 신규확진자 614명 ""사흘째 600명대""...서울 지역 211명·경기 182명...",2021.04.11.,http://www.megaeconomy.co.kr/news/newsview.php?ncode=1065590958000005,해외 코로나 현황
